Pathways,Reactions,Reaction Names,Formula,grRules,
Fatty acid oxidation,MAR06437,"Fatty Acid Beta Oxidation Trans (C14:2->C12:2), Mitochondrial",MAM01285r + MAM01371c  -> MAM01285c + MAM01371r ,ENSG00000072778 and ENSG00000084754 and ENSG00000138029,
Fatty acid oxidation,MAR06449,"Fatty Acid Beta Oxidation Trans (C16:2->C14:2), Mitochondrial",MAM00163c + MAM02039c  -> MAM01596c + MAM02741c ,ENSG00000072778 and ENSG00000084754 and ENSG00000138029,
Fatty acid oxidation,MAR06452,"Fatty Acid Beta Oxidation Trans (C18:2->C16:2), Mitochondrial",MAM01371r + MAM02735r  -> MAM01285r + MAM02039r + MAM02734r ,ENSG00000072778 and ENSG00000084754 and ENSG00000138029,
Fatty acid oxidation,MAR06498,Transport of Hexadecanedioc Acid by Diffusion,MAM02040r + MAM02734r  <=> MAM02735r + MAM02751r ,,
Fatty acid oxidation,MAR06502,Transport of Hexadecanedioyl Coa,MAM01133c + MAM02040c  -> MAM02039c + MAM02492c + MAM02751c ,ENSG00000155368,
Fatty acid oxidation,MAR06598,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,MAM01991c + MAM02040c  -> MAM01965c + MAM01993c ,ENSG00000110090 or ENSG00000169169 or ENSG00000205560,
Fatty acid oxidation,MAR06599,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,MAM00875m + MAM01597m  -> MAM01261m + MAM02689m ,ENSG00000178537,
Fatty acid oxidation,MAR06600,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,MAM00046m + MAM02040m  -> MAM00780m ,ENSG00000157184,
Fatty acid oxidation,MAR06604,Uptake of Vaccenic Acid,MAM00780m + MAM02552m  -> MAM00875m + MAM02039m + MAM02553m ,ENSG00000083807 or ENSG00000113396 or ENSG00000130304 or ENSG00000140284 or ENSG00000143554 or ENSG00000167114,
Fatty acid oxidation,MAR06773,Transport of W-Hydroxypalmitic Acid by Diffusion,MAM01802m + MAM02101m  -> MAM00046m + MAM01803m ,,
Transport reactions,MAR06779,Transport of Phytanoylcoa from Cytosol to Peroxisomes.,MAM02519c + MAM02940c  -> MAM02519e + MAM02940e ,ENSG00000117528,
Transport reactions,MAR06812,Transport of Stearoyl Coenzyme A from Cytosol to Peroxisomes,MAM02940e  -> ,ENSG00000101986,
Transport reactions,MAR06816,Transport of Stearidonylcoa into Peroxisomes.,MAM02027m + MAM02039m + MAM02553m  -> 2 MAM02026m + MAM02552m ,ENSG00000101986,
Fatty acid oxidation,MAR06847,Production of Succinyl Carnitine,MAM00113x + MAM01597x + MAM02040x + MAM02552x + MAM02630x  -> MAM00095x + MAM01261x + MAM02039x + MAM02041x + MAM02553x ,ENSG00000005469,
Transport reactions,MAR06859,"Transport of 3, 4-Dihydroxy-L-Phenylalanine by Lat1 in Association with 4F2Hc, Across the Apical Surface of the Membranes",MAM00132e  -> MAM00132c ,ENSG00000103257 and ENSG00000168003,
Transport reactions,MAR06860,Transport of L-Oh-Proline by the Apical Imino Amino Acid Transporters in Kidney And Intestine,MAM02041c  <=> MAM02041x ,ENSG00000147003 and ENSG00000163817,
Isolated,MAR06861,Hydrolysis of Alanylalanine,MAM01442e + MAM02579e  -> MAM01442c + MAM02579c ,ENSG00000133313 or ENSG00000150656,
Transport reactions,MAR06862,Transport of Alanylalanine by the Apical Pept1 Amino Acid Transporters,MAM02040c + MAM02930c  -> MAM02751c + MAM02929c ,ENSG00000088386,
Transport reactions,MAR06863,Transport of Alanine by Y+Lat1 Or Y+Lat2 with Symporter of H,MAM00111c + MAM01371c + MAM02040c  -> MAM00111e + MAM01285c + MAM02039c + MAM02751c ,(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),
Transport reactions,MAR06865,Transport of L-Asparagine by Atb0 Transporter,MAM01673e  -> ,ENSG00000268104,
Transport reactions,MAR06866,Transport of Beta Alanine by Pat1 in Renal And Intestinal Cells,MAM02039c + MAM02658c  -> MAM01596c + MAM02812c ,ENSG00000123643,
Transport reactions,MAR06871,Transport of L-Carnosine by the Apical Pept1 Amino Acid Transporters,MAM00554c + MAM01371c  -> MAM00555c + MAM01285c + MAM02039c ,ENSG00000088386,
Transport reactions,MAR06887,Transport of L-Cysteine with Symport of Sodium And Antiport of Proton by Snat5 Transporter,MAM01371c + MAM01975c + MAM02040c + MAM03150c  -> MAM01334c + MAM01974c + MAM02016c + 2 MAM02039c + MAM02759c ,ENSG00000017483,
Transport reactions,MAR06893,Transport of Folate,2 MAM01074c  -> MAM02039c + 2 MAM02040c + MAM02756c ,ENSG00000076351,
Transport reactions,MAR06894,Transport of D-Galactose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,MAM01074c  <=> MAM01074m ,ENSG00000100170,
Transport reactions,MAR06895,Transport of D-Glucose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,MAM02151c  -> MAM02040c + MAM03128c ,ENSG00000100170,
Transport reactions,MAR06896,Transport of L-Glutamine by Atb0 Transporter,4 MAM02039c + MAM03128c  -> 4 MAM01596c + MAM01606c ,ENSG00000268104,
Transport reactions,MAR06897,Transport of Glutamine by Y+Lat1 Or Y+Lat2 with Symporter of H,MAM01606c + 2 MAM02039c + MAM02630c  -> 2 MAM01596c + 2 MAM02040c + MAM02804c ,(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),
Transport reactions,MAR06898,Hydrolysis of Glycylycine for Uptake,MAM02040c + 4 MAM02756c  -> 4 MAM02039c + MAM02151c + 4 MAM02578c ,ENSG00000133313 or ENSG00000150656,
Transport reactions,MAR06899,Transport of Glycyl-Glycine by the Apical Pept1 Amino Acid Transporters,MAM01334m + MAM02040m  -> MAM01280m + MAM02751m ,ENSG00000088386,
Transport reactions,MAR06913,Transport of Glycylproline by the Apical Pept1 Amino Acid Transporters,MAM01690c + MAM02039c + MAM02555c  -> MAM02554c + MAM02914c ,ENSG00000088386,
Transport reactions,MAR07149,Hydrolysis of Leucylleucine,MAM01285c + MAM02040c  -> MAM01334c + MAM02039c + MAM02751c ,ENSG00000002549,
Transport reactions,MAR07150,Transport of Leucylleucine by the Apical Pept1 Amino Acid Transporters,MAM00980x  -> MAM00678x + 2 MAM02039x ,ENSG00000088386,
Transport reactions,MAR07151,Transport of Leucine by Y+Lat1 Or Y+Lat2 with Symporter of H,MAM00554c + MAM01371c  -> MAM01285c + MAM02039c + MAM02735c ,(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),
Transport reactions,MAR07152,Uptake of Linoleic Acid,MAM01285m + MAM01756c  -> MAM01285c + MAM01756m ,ENSG00000167114,
Transport reactions,MAR07155,Transport of Octadecenoyl Coeznyme A into the Enterocytes,MAM02040c + MAM02684c  -> MAM00656c + MAM02039c + MAM10005c ,ENSG00000163586,
Transport reactions,MAR07156,Uptake of Octadecenoate,MAM01948c + MAM02990c  -> MAM01680c + MAM02040c + MAM02666c ,ENSG00000167114,
Transport reactions,MAR07157,Transport of Hexadecanoate,MAM02040m + MAM02329m + MAM02552m  -> 2 MAM02039m + MAM02403m + MAM02553m ,ENSG00000167114,
Transport reactions,MAR07179,Transport of L-Phenylalanine by Atb0 Transporter,MAM02329c  <=> MAM02329m ,ENSG00000268104,
Transport reactions,MAR07189,Transport of Phenylalanine by Y+Lat1 Or Y+Lat2 with Symport of H,MAM00157c + MAM01252e  -> MAM00157e + MAM01252c ,(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),
Transport reactions,MAR07192,Transport of Prolylglycine by the Apical Pept1 Amino Acid Transporters,MAM01699c + MAM02039c + MAM02555c + MAM02630c  -> MAM01430c + 2 MAM02040c + MAM02554c ,ENSG00000088386,
Transport reactions,MAR07193,Hydrolysis of Glycylproline,MAM00648c + MAM02403e  -> MAM00648e + MAM02403c ,ENSG00000124299,
Transport reactions,MAR07194,Transport of L-Proline by the Apical Imino Amino Acid Transporters,MAM02039c + MAM02555c + MAM02630c + MAM02678c  -> MAM01191c + 2 MAM02040c + MAM02554c ,ENSG00000147003 and ENSG00000163817,
Transport reactions,MAR07589,Transport of Taurine by Pat1,MAM01371c + MAM02040c + MAM03860c  -> MAM01285c + MAM02039c + MAM02751c + MAM03860e ,ENSG00000123643,
Transport reactions,MAR07593,Transport of L-Threonine by Atb0 Transporter,MAM03860e  -> MAM03860c ,ENSG00000268104,
Transport reactions,MAR07595,Transport of L-Tryptophan by Atb0 Transporter,MAM01371c + MAM02040c + MAM03838c  -> MAM01285c + MAM02039c + MAM02751c + MAM03838e ,ENSG00000268104,
Transport reactions,MAR07657,Transport of L-Tyrosine by Atb0 Transporter,MAM03838e  -> MAM03838c ,ENSG00000268104,
Transport reactions,MAR07658,Efflux of Alpha-Tocopherol into the Lyphatics in Chylomicrons,MAM01371c + MAM02040c + MAM03846c  -> MAM01285c + MAM02039c + MAM02751c + MAM03846e ,ENSG00000165029,
Transport reactions,MAR07753,Transport of Hydroxy-Proline,MAM03846e  -> MAM03846c ,ENSG00000115902,
Transport reactions,MAR07811,Aspartate Intake by System Asct-1 Transporter,MAM01977m + MAM02039m + MAM03103m  -> MAM01596m + MAM01622m + MAM03102m ,ENSG00000115902,
Pyrimidine metabolism,MAR08274,DTMP Kinase in Mitochondria,MAM02040c + MAM02475c + MAM02554c  -> 2 MAM02039c + MAM02555c + MAM02819c ,ENSG00000168393,
Exchange/demand reactions,MAR08386,Exchange of Hydroxy Proline,MAM01371c + MAM02040c + MAM03859c  -> MAM01285c + MAM02039c + MAM02751c + MAM03859e ,,
Exchange/demand reactions,MAR08422,Exchange of Alanylalanine,MAM03859e  -> MAM03859c ,,
Exchange/demand reactions,MAR08644,Exchange of Carnosine,MAM00525c + MAM01371c  -> MAM00521c + MAM01285c + MAM02039c ,,
Exchange/demand reactions,MAR08646,Exchange of Deoxycholic Acid,MAM00521c + MAM02040c  -> MAM00525c + MAM02751c ,,
Exchange/demand reactions,MAR08701,Exchange of Glycylglycine,MAM01512c + MAM02040c  -> MAM01450c + MAM02039c + MAM02946c ,,
Exchange/demand reactions,MAR08949,Exchange of Leucylleucine,MAM01450c + MAM02682c  -> MAM01512c + MAM02039c + MAM02681c ,,
Exchange/demand reactions,MAR08962,Exchange of FMN,MAM01790c + MAM02682c  -> MAM01789c + MAM02039c + MAM02681c ,,
Vitamin B2 metabolism,MAR08968,FAD Diphosphatase,MAM01789c + MAM02040c  -> MAM01790c + MAM02039c + MAM02946c ,ENSG00000197594,
Transport reactions,MAR08969,"Acid Phosphatase (FMN), Extracellular",MAM01934c + MAM02039c + MAM02444c  -> MAM00859c + MAM01596c + MAM01597c ,ENSG00000143727 or ENSG00000163295,
Pentose phosphate pathway,MAR08971,Glucose 6-Phosphate Dehydrogenase,MAM00710c  -> MAM02040c + MAM03029c ,ENSG00000160211,
Transport reactions,MAR08972,Glutamate Intake by System Asct-1 Transporter,MAM00859c + MAM02039c + MAM02555c  -> MAM00710c + MAM02554c ,ENSG00000115902,
Pentose phosphate pathway,MAR08985,6-Phosphogluconolactonase,MAM02039c + MAM02555c + MAM03029c  -> MAM01697c + MAM02554c ,ENSG00000130313,
Transport reactions,MAR08988,"D-Proline Transport, Extracellular",MAM02682c + MAM02763c  -> MAM02039c + MAM02681c + MAM02762c ,,
Exchange/demand reactions,MAR09026,Exchange of S-Adenosyl-L-Homocysteine,MAM02040c + MAM02762c  -> MAM02039c + MAM02763c + MAM02946c ,,
Transport reactions,MAR09274,Transport of L-Kynurenine,MAM00639c + MAM01279c  <=> MAM01666c + MAM02751c ,ENSG00000149150 or ENSG00000167703,
Transport reactions,MAR09402,Transport of L-Kynurenine,MAM00408c + MAM02682c  -> MAM00407c + MAM02039c + MAM02681c ,ENSG00000092068,
Transport reactions,MAR09403,Transport of L-Kynurenine,MAM00407c + MAM02040c  -> MAM00408c + MAM02039c + MAM02946c ,ENSG00000149150,
Transport reactions,MAR09736,Transport of 3-Hydroxy-L-Kynurenine,MAM01371c + MAM02040c + MAM03839c  -> MAM01285c + MAM02039c + MAM02751c + MAM03839e ,ENSG00000103257,
Transport reactions,MAR09823,Transport of Cystine,MAM03839e  -> MAM03839c ,,
Exchange/demand reactions,MAR09846,Exchange of L-Cystathionine,MAM02040c + MAM02731c  -> MAM00238c + MAM02751c ,,
Exchange/demand reactions,MAR09857,Exchange of L-Kynurenine,MAM01371c + MAM02040c + MAM03847c  -> MAM01285c + MAM02039c + MAM02751c + MAM03847e ,,
Exchange/demand reactions,MAR09865,Exchange,MAM03847e  -> MAM03847c ,,
Transport reactions,MAR09870,Arachidonate (N-C18:1) Transport by FATP,MAM01371c + MAM01668c  -> MAM01285c + MAM01644c + MAM02039c ,ENSG00000130304 or ENSG00000167114,
Transport reactions,MAR09875,Carnitine Transport by Atb0,MAM00236c + MAM01428c  -> MAM01590c + MAM02039c + MAM02685c ,ENSG00000268104,
Transport reactions,MAR09882,Folate Transport by ABCa11,MAM03037e  -> ,ENSG00000005471 or ENSG00000023839 or ENSG00000103222 or ENSG00000114770 or ENSG00000118777 or ENSG00000121270 or ENSG00000125257,
Transport reactions,MAR09884,Folate Transport by Oats,MAM02039c + MAM02528c + MAM03130c  -> MAM02759c + MAM03111c ,ENSG00000137204 or ENSG00000149452 or ENSG00000168065,
Transport reactions,MAR09886,GABA Transport by Bgt,MAM02529c  -> MAM02528c ,ENSG00000111181,
Transport reactions,MAR09889,Guanosine Transport in via Proton Symport Reversible,MAM01306c + MAM02630c + MAM02770c  -> MAM01596c + MAM02943c + MAM03037c ,ENSG00000197506,
Transport reactions,MAR09890,Water And Glycerol Transport by Aqp,MAM01371c + MAM02040c + MAM03843c  -> MAM01285c + MAM02039c + MAM02751c + MAM03843e ,ENSG00000103569 or ENSG00000143595 or ENSG00000165269 or ENSG00000165272,
Transport reactions,MAR09894,Lignocerate Transport by FATP,MAM03843e  -> MAM03843c ,ENSG00000130304 or ENSG00000140284,
Transport reactions,MAR09897,Phosphatidylglycerol Transport by ABCa3,MAM01371c + MAM02040c + MAM03842c  -> MAM01285c + MAM02039c + MAM02751c + MAM03842e ,ENSG00000167972,
Transport reactions,MAR09899,Heme Transport by ABCg2,MAM03842e  -> MAM03842c ,ENSG00000118777,
Transport reactions,MAR09901,Phosphatidylserine Transport by ABCa1,MAM01371c + MAM02040c + MAM03841c  -> MAM01285c + MAM02039c + MAM02751c + MAM03841e ,ENSG00000165029,
Transport reactions,MAR09910,Secretion of Riboflavin,MAM03841e  -> MAM03841c ,ENSG00000132517 or ENSG00000185803,
Transport reactions,MAR09912,Transport of O-Acetylcarnitine,MAM00315e  -> MAM00315c ,ENSG00000197375,
Transport reactions,MAR09913,Transport of O-Propanoylcarnitine,MAM01371c + MAM02040c + MAM03855c  -> MAM01285c + MAM02039c + MAM02751c + MAM03855e ,ENSG00000197375,
Transport reactions,MAR09914,"Transport of 6Z,9Z-Octadecadienoylcarnitine",MAM03855e  -> MAM03855c ,ENSG00000197375,
Transport reactions,MAR09915,Transport of L-Oleoylcarnitine,MAM01371c + MAM02040c + MAM03861c  -> MAM01285c + MAM02039c + MAM02751c + MAM03861e ,ENSG00000197375,
Transport reactions,MAR09916,Transport of O-Octadecanoyl-R-Carnitine,MAM03861e  -> MAM03861c ,ENSG00000197375,
Transport reactions,MAR09917,Transport of L-Palmitoylcarnitine,MAM01371c + MAM02040c + MAM03856c  -> MAM01285c + MAM02039c + MAM02751c + MAM03856e ,ENSG00000197375,
Transport reactions,MAR09918,Transport of Palmitoleoyl-Carnitine,MAM03856e  -> MAM03856c ,ENSG00000197375,
Exchange/demand reactions,MAR09920,Exchange of O-Acetylcarnitine,MAM01371c + MAM01597c + MAM02674e  -> MAM01334c + MAM02678c + MAM02759c ,,
Exchange/demand reactions,MAR09921,Exchange of O-Propanoylcarnitine,MAM01371c + MAM02040c + MAM03844c  -> MAM01285c + MAM02039c + MAM02751c + MAM03844e ,,
Exchange/demand reactions,MAR09922,"Exchange of 6Z,9Z-Octadecadienoylcarnitine",MAM03844e  -> MAM03844c ,,
Exchange/demand reactions,MAR09923,Exchange of L-Oleoylcarnitine,MAM01371c + MAM02040c + MAM03848c  -> MAM01285c + MAM02039c + MAM02751c + MAM03848e ,,
Exchange/demand reactions,MAR09924,Exchange of O-Octadecanoyl-R-Carnitine,MAM03848e  -> MAM03848c ,,
Exchange/demand reactions,MAR09925,Exchange of L-Palmitoylcarnitine,MAM00123c + MAM02348c  <=> MAM00122c + MAM01597c ,,
Exchange/demand reactions,MAR09926,Exchange of Palmitoleoyl-Carnitine,MAM00123m + 9 MAM01597m + 7 MAM01802m + 9 MAM02040m + 9 MAM02552m  -> 10 MAM01261m + 7 MAM01803m + 9 MAM02039m + 9 MAM02553m ,,
Fatty acid biosynthesis,MAR09938,Desaturation of Myristic Acid to 9-Tetradecenoic Acid,MAM00122c + MAM02348m  <=> MAM00122m + MAM02348c ,ENSG00000134824,
Transport reactions,MAR10010,"Transport of Lithocholate, Active Transport",MAM00123m + MAM02348m  <=> MAM00122m + MAM01597m ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Transport reactions,MAR10014,Transport of Deoxycholate,MAM01371c + MAM02040c + MAM03840c  -> MAM01285c + MAM02039c + MAM02751c + MAM03840e ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Transport reactions,MAR10015,"Transport of Deoxycholate, Antiport with Bicarbonate",MAM03840e  -> MAM03840c ,,
Transport reactions,MAR10020,Transport of Taurodeoxycholate,MAM01253m + MAM01371m + MAM01597m  -> MAM01255m + MAM01334m + MAM02759m ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Transport reactions,MAR10021,"Transport of Taurodeoxycholate, Antiport with Bicarbonate",MAM01371c + MAM01666c  -> MAM01285c + MAM01639c + MAM02039c ,,
Transport reactions,MAR10155,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, Active Transport",MAM01419c + MAM02040c  -> MAM01334c + MAM02039c ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Transport reactions,MAR10156,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, Atiport with Bicarbonate",MAM01646c + MAM02040c  -> MAM01334c + 2 MAM02039c + MAM02585c ,,
Exchange/demand reactions,MAR10179,"Exchange of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate",MAM02040c + MAM02496c  -> MAM01288c + MAM01365c ,,
Exchange/demand reactions,MAR10202,Exchange of S-Adenosyl-L-Methionine,MAM00197c + MAM02040c + MAM02552c  -> MAM00196c + MAM02039c + MAM02496c + MAM02583c ,,
Exchange/demand reactions,MAR10247,Exchange of Homogentisate,MAM00196c + MAM01365c  -> MAM00197c + MAM02040c ,,
Exchange/demand reactions,MAR10248,Exchange of Homocarnosine,MAM01371c + MAM02750c  -> MAM00552c + MAM01285c + MAM02039c ,,
Exchange/demand reactions,MAR10264,Exchange of N-Acetyl-L-Aspartate,MAM01967c + MAM03107c  <=> MAM01322c + MAM03108c ,,
Exchange/demand reactions,MAR10348,Exchange of W-Hydroxyl Arachidonic Acid,MAM01291e  -> MAM01291c ,,
Transport reactions,MAR10370,Transport of Homogentisate,MAM01588c + MAM02136e + MAM02519e  -> MAM01588e + MAM02136c + MAM02519c ,,
Transport reactions,MAR10371,Transport of Homocarnosine,MAM02682c + MAM02839c  -> MAM00734c + MAM02039c + MAM02681c ,,
Transport reactions,MAR10390,Transport of N-Acetyl-L-Aspartate,MAM02345m + MAM03103m  -> MAM00042m + MAM03102m ,,
Eicosanoid metabolism,MAR10406,Formation of Thromboxane B2,MAM02039c + MAM02559c + MAM02751c  <=> MAM01370c + MAM01420c ,,
Exchange/demand reactions,MAR10432,Exchange of 11-Cis-Eicosenoate,MAM00180c + MAM03103m  <=> MAM02659c + MAM03102m ,,
Exchange/demand reactions,MAR10434,Exchange of Laurate,MAM00180c + MAM02040c  <=> MAM02039c + MAM02559c ,,
Exchange/demand reactions,MAR10442,Exchange of Tetradecenoate (N-C14:1),MAM02039c + MAM02660c  -> MAM01596c + MAM03114c ,,
Bile acid biosynthesis,MAR10448,Formation of 7-Ketolithocholate,MAM02660c + MAM02759c  <=> MAM02659c + MAM02806c ,,
Bile acid biosynthesis,MAR10451,"Transport of Bile Acid, Tauroursodeoxycholate, Active Transport",2 MAM01371c + MAM01975c + MAM02040c + MAM02046c  -> 2 MAM01285c + MAM01420c + MAM01974c + 2 MAM02039c + MAM02751c ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Bile acid biosynthesis,MAR10452,"Transport of Bile Acid, Glycoursodeoxycholate, Active Transport",MAM01778e  -> MAM01778c ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Transport reactions,MAR10453,"Transport of Bile Acid, Ursodeoxycholate, Active Transport",MAM00524c + MAM02040c  -> MAM02172c + MAM02751c ,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257,
Transport reactions,MAR10454,"Transport of Bile Acid, Sulfochenodeoxycholate, Active Transport",MAM02040c + MAM02172c  -> MAM02173c + MAM02751c ,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,
Transport reactions,MAR10481,"Transport of Trehalose, Reversible",MAM01644c + MAM02040c  -> MAM01668c + MAM02751c ,,
Exchange/demand reactions,MAR10493,Exchange of Maltotetraose,MAM00121m + MAM02348m  <=> MAM00120m + MAM01597m ,,
Exchange/demand reactions,MAR10494,Exchange of L-Prolinylglycine,MAM00121m + 10 MAM01597m + 5 MAM01802m + 10 MAM02040m + 10 MAM02552m  -> 11 MAM01261m + 5 MAM01803m + 10 MAM02039m + 10 MAM02553m ,,
Exchange/demand reactions,MAR11281,Exchange of Sphingomyelin,MAM00121c + MAM02348c  <=> MAM00120c + MAM01597c ,,
Fatty acid oxidation,MAR11294,Hydrolysis of Fatty Acyl Coenzyme A (14:1),MAM00720c + MAM02174c + MAM02554c  <=> MAM02555c + MAM03052c ,ENSG00000184227,
Exchange/demand reactions,MAR11347,Exchange of N-Acetylgalactosamine,MAM00720c + MAM02174c + MAM02554c  <=> MAM02555c + MAM02839c ,,
Exchange/demand reactions,MAR11348,Exchange of N-Acetylneuraminate,MAM01362e + MAM01371c + MAM01597c  -> MAM01334c + MAM01364c + MAM02759c ,,
Transport reactions,MAR11372,Transport of Phosphorylase-Limit Dextrin,MAM01257c + MAM01597c  -> MAM01261c + MAM01334c + MAM02039c ,,
Exchange/demand reactions,MAR11373,Exchange of Phosphorylase-Limit Dextrin,MAM01252c + MAM01371c + MAM02039c  -> MAM01257c + MAM02759c ,,
Transport reactions,MAR11388,"Transport of 7-Ketolithocholate, Active Transport",MAM01362c + MAM01371c + MAM02040c  -> MAM01285c + MAM01362e + MAM02039c + MAM02751c ,ENSG00000073734 or ENSG00000108846 or ENSG00000121270,
Exchange/demand reactions,MAR11390,Exchange of 7-Ketolithocholate,MAM02360e + MAM02519e + MAM02896c  -> MAM02360c + MAM02519c + MAM02896e ,,
Propanoate metabolism,MAR11394,Acetate Coenzyme A Ligase (ADP-Forming),MAM00648c + MAM01252e  -> MAM00648e + MAM01252c ,ENSG00000131069,
Transport reactions,MAR11396,"Butyrate Transport via Proton Symport, Reversible",MAM02040c + MAM02733c  -> MAM00240c + MAM02751c ,ENSG00000155380,
Transport reactions,MAR11397,"Cytidine Transport in via Proton Symport, Reversible",MAM02039m + MAM02444m  -> MAM01261m + MAM01596m ,ENSG00000197506,
Exchange/demand reactions,MAR11401,Exchange of Glycylleucine,MAM02040c + MAM02734c  -> MAM02735c + MAM02751c ,,
